path,sha256,malware_probability,prediction,file_size,section_entropy_max
D:\bodmas_malware_dataset_batches_ida\batch_3\2ee8114e041e4caeb198f28c12e0e8f9e35cac42ffca89b9f69b4318fe99957b.exe,2ee8114e041e4caeb198f28c12e0e8f9e35cac42ffca89b9f69b4318fe99957b,0.9998439950721043,1,514257,7.689468370404357
D:\bodmas_malware_dataset_batches_ida\batch_4\82b018ed5893af29a0fa1a7966c842db495b125f767cd5625a9bda8b002e4e8d.exe,82b018ed5893af29a0fa1a7966c842db495b125f767cd5625a9bda8b002e4e8d,0.9998439950721043,1,514251,7.689468370404357
D:\bodmas_malware_dataset_batches_ida\batch_5\41f0b4bcb3f6284ee7e5b312a12c092995c0b588504519014a5ee399cfdee025.exe,41f0b4bcb3f6284ee7e5b312a12c092995c0b588504519014a5ee399cfdee025,0.9998439950721043,1,514227,7.689468370404357
D:\bodmas_malware_dataset_batches_ida\batch_5\32d25058d76d49333e0b6de1bc63df0ef85ba4f397013c6e61c53159e2a160b4.exe,32d25058d76d49333e0b6de1bc63df0ef85ba4f397013c6e61c53159e2a160b4,0.9998439950721043,1,515117,7.689468370404357
D:\bodmas_malware_dataset_batches_ida\batch_1\35d634b9553c74a273401971fb7e971826691df8f98c55873920a5efdbcd8762.exe,35d634b9553c74a273401971fb7e971826691df8f98c55873920a5efdbcd8762,0.9998433169851068,1,261120,7.92746982057748
D:\bodmas_malware_dataset_batches_ida\batch_2\67b8db6fe788132df3850e950f286c7bc82d994d3d8f6df901bbb1ef32f19077.exe,67b8db6fe788132df3850e950f286c7bc82d994d3d8f6df901bbb1ef32f19077,0.9998433169851068,1,261120,7.92746982057748
D:\bodmas_malware_dataset_batches_ida\batch_3\9f43964849caa57aec0c31e377601e86ed75b5c9005a17df8258b99306ba6dbf.exe,9f43964849caa57aec0c31e377601e86ed75b5c9005a17df8258b99306ba6dbf,0.9998433169851068,1,261120,7.92746982057748
D:\bodmas_malware_dataset_batches_ida\batch_4\e35818d4ab9fdf2504b12e1eb895fadea06ecba4c52d385511722846574fa011.exe,e35818d4ab9fdf2504b12e1eb895fadea06ecba4c52d385511722846574fa011,0.9998433169851068,1,261120,7.92746982057748
D:\bodmas_malware_dataset_batches_ida\batch_3\b9be5dd936c0a74cc401e9622fa74d69545fdbabe76ea3530e13652abb3979b6.exe,b9be5dd936c0a74cc401e9622fa74d69545fdbabe76ea3530e13652abb3979b6,0.9998317968660783,1,154328,7.5032874681744595
D:\bodmas_malware_dataset_batches_ida\batch_1\81139da981652dd459c60f7373ed7a4760f96ea4f56eb482c29fc695e265c1c1.exe,81139da981652dd459c60f7373ed7a4760f96ea4f56eb482c29fc695e265c1c1,0.9998298549151083,1,12420336,7.641001215802075
D:\bodmas_malware_dataset_batches_ida\batch_3\344924d8f8f427911562e8ec79c999bc59fd08f99b1151baaf3d057520dcedbf.exe,344924d8f8f427911562e8ec79c999bc59fd08f99b1151baaf3d057520dcedbf,0.9998298549151083,1,11215871,7.6431626111010855
D:\bodmas_malware_dataset_batches_ida\batch_4\0be46e161911de958fd5193a36bc4e436cfd62a184c7a7bdd7377b2ca258cf56.exe,0be46e161911de958fd5193a36bc4e436cfd62a184c7a7bdd7377b2ca258cf56,0.9998298549151083,1,18393280,7.641001215802075
D:\bodmas_malware_dataset_batches_ida\batch_4\c43e749d0503398bc9bdd55f8cc41ddb7dd5aba1dd58e57515b72104419e3fbd.exe,c43e749d0503398bc9bdd55f8cc41ddb7dd5aba1dd58e57515b72104419e3fbd,0.9998298549151083,1,16770081,7.641001215802075
D:\bodmas_malware_dataset_batches_ida\batch_5\3b9dc6d539b97edbee04cd2fe7c34bc6524cde95475d51e4798918d7e61126d8.exe,3b9dc6d539b97edbee04cd2fe7c34bc6524cde95475d51e4798918d7e61126d8,0.9998298549151083,1,4447030,7.641001215802075
D:\bodmas_malware_dataset_batches_ida\batch_2\e5f855f55316107e30bc5e1c4f5d2cdd1bd7dcdfeda68295b056891bf8ea6e94.exe,e5f855f55316107e30bc5e1c4f5d2cdd1bd7dcdfeda68295b056891bf8ea6e94,0.9998237360584289,1,2317908,7.6431626111010855
D:\bodmas_malware_dataset_batches_ida\batch_4\27fa8a8565080bc5c8620825a521cb4689ca95e53e9c05925c827225b6a997a6.exe,27fa8a8565080bc5c8620825a521cb4689ca95e53e9c05925c827225b6a997a6,0.9998237360584289,1,1805667,7.6431626111010855
D:\bodmas_malware_dataset_batches_ida\batch_5\a2da3859b5337510f2da8720ad924a7ff089418b5beee0e702994b05526e4936.exe,a2da3859b5337510f2da8720ad924a7ff089418b5beee0e702994b05526e4936,0.9998229813162505,1,25875,6.435993345637021
D:\bodmas_malware_dataset_batches_ida\batch_4\2cb067a98bf7f87507bfa527a705ecef308b2c378ef36be13afdf160c8a23f2e.exe,2cb067a98bf7f87507bfa527a705ecef308b2c378ef36be13afdf160c8a23f2e,0.9998219729793763,1,288485,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_5\502d1a436ab6da312f863c9b278d569719dd80287d4ed680e4ebe30e2c1e9f88.exe,502d1a436ab6da312f863c9b278d569719dd80287d4ed680e4ebe30e2c1e9f88,0.9998219729793763,1,288485,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_1\ac2d236a9b592ee17f70c6052f42552b0cdb260d3b1a2e65031595337491d13b.exe,ac2d236a9b592ee17f70c6052f42552b0cdb260d3b1a2e65031595337491d13b,0.9998202567561613,1,205805,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_1\1d8f291486668030a1f6a63e512af0565689cb1948f5ff5c9776cc11f6ea8dab.exe,1d8f291486668030a1f6a63e512af0565689cb1948f5ff5c9776cc11f6ea8dab,0.9998202567561613,1,199159,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_1\b68c4d9e11de97732bb0eea0c1a2d826c08f9243da75393cf4a6033978bdf702.exe,b68c4d9e11de97732bb0eea0c1a2d826c08f9243da75393cf4a6033978bdf702,0.9998202567561613,1,195376,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_1\10ecfc3721535ff97266ee68464b8699fe00e2224c91069052c1f0c354e8ec1d.exe,10ecfc3721535ff97266ee68464b8699fe00e2224c91069052c1f0c354e8ec1d,0.9998202567561613,1,194089,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_1\0e521f70ef834f235584d267686a0723e0d8c180c1c7b0396f5273f7d5331094.exe,0e521f70ef834f235584d267686a0723e0d8c180c1c7b0396f5273f7d5331094,0.9998202567561613,1,192772,7.809026587729379
D:\bodmas_malware_dataset_batches_ida\batch_1\6ab84d9d045e32a662adfca5f4ed1de65ead1bc5740ff4712a891b13c808c21c.exe,6ab84d9d045e32a662adfca5f4ed1de65ead1bc5740ff4712a891b13c808c21c,0.9998202567561613,1,190947,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_2\0c27aa841ad6c93c0a07a4f32a5f0bc84842f05515c41e7a687b423c43105334.exe,0c27aa841ad6c93c0a07a4f32a5f0bc84842f05515c41e7a687b423c43105334,0.9998202567561613,1,207878,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_2\2ff2f4eb27860c86612572c8e506ee3f43876238100101e508833a8e3dd70d91.exe,2ff2f4eb27860c86612572c8e506ee3f43876238100101e508833a8e3dd70d91,0.9998202567561613,1,197329,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_2\401a4c6d22905bf99a50f7e6bfdea0170562d0c8e098ecaa65f70057e8df8b5a.exe,401a4c6d22905bf99a50f7e6bfdea0170562d0c8e098ecaa65f70057e8df8b5a,0.9998202567561613,1,190821,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_3\165970a687b2139408d509d81258da057e27c17a59754d75147b1a11ffe844a9.exe,165970a687b2139408d509d81258da057e27c17a59754d75147b1a11ffe844a9,0.9998202567561613,1,200694,7.809026587729379
D:\bodmas_malware_dataset_batches_ida\batch_3\e725f65db4b209518a06bfc62523547c6184ae12f2465e46d8de9ff3094c6b5e.exe,e725f65db4b209518a06bfc62523547c6184ae12f2465e46d8de9ff3094c6b5e,0.9998202567561613,1,198534,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_3\884895dacc2f4626bdc7e35ac6a25e7c96465dfdb0c01aa67c282d1709fe3294.exe,884895dacc2f4626bdc7e35ac6a25e7c96465dfdb0c01aa67c282d1709fe3294,0.9998202567561613,1,192745,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_4\0320ce41fc8dd3fc2cfb02ba194df09797a9fed72f86731d893850683049edbd.exe,0320ce41fc8dd3fc2cfb02ba194df09797a9fed72f86731d893850683049edbd,0.9998202567561613,1,203615,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_4\95cda9e3788b72c5807f5c24c14307567f153f0e99dc8d9ff7d754b0fbd3e4bb.exe,95cda9e3788b72c5807f5c24c14307567f153f0e99dc8d9ff7d754b0fbd3e4bb,0.9998202567561613,1,198533,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_4\d56c50d0370cdf10fa769b606caf7575555fe3466d23f0f8c8aa13cba43636a4.exe,d56c50d0370cdf10fa769b606caf7575555fe3466d23f0f8c8aa13cba43636a4,0.9998202567561613,1,195307,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_4\5260a0ba7751afd27d92ed98b28a131fbd5a8b5f90ee21eafb02afa939b9f439.exe,5260a0ba7751afd27d92ed98b28a131fbd5a8b5f90ee21eafb02afa939b9f439,0.9998202567561613,1,192678,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_4\dfdc88b85879b49d3b9c6460ee240f6886b27707d0dbd7fbce35b238edb16c42.exe,dfdc88b85879b49d3b9c6460ee240f6886b27707d0dbd7fbce35b238edb16c42,0.9998202567561613,1,190656,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_5\50446fe53807ed63bcf79e4d49a9a35efb88f7b7763b71b646f9d7aab3aaae31.exe,50446fe53807ed63bcf79e4d49a9a35efb88f7b7763b71b646f9d7aab3aaae31,0.9998202567561613,1,193994,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_5\60103e990d04ed84679cf0a9873a2ce6051a38aa892d1c2467e1fe63b07b51d0.exe,60103e990d04ed84679cf0a9873a2ce6051a38aa892d1c2467e1fe63b07b51d0,0.9998202567561613,1,190649,7.722743091958083
D:\bodmas_malware_dataset_batches_ida\batch_2\77af0a2c913adb1b95e747b4a6ebf7b9bf2d99561b9239c44de3856bc5950256.exe,77af0a2c913adb1b95e747b4a6ebf7b9bf2d99561b9239c44de3856bc5950256,0.9998127728369781,1,16081051,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_5\ac5a8a5e5e3da2e1b5f2ba2b5d348a703ab0b99c26ae6322e889c9aa95bec526.exe,ac5a8a5e5e3da2e1b5f2ba2b5d348a703ab0b99c26ae6322e889c9aa95bec526,0.9998123795774094,1,513358,7.737141890878366
D:\bodmas_malware_dataset_batches_ida\batch_1\a7cb5810fb33fb11cf524ef1d29363c88010e8217a3c57a039ec8690e8b1edec.exe,a7cb5810fb33fb11cf524ef1d29363c88010e8217a3c57a039ec8690e8b1edec,0.9998067485465449,1,219898,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_1\459b8ef7b813c939962ddf502a953c96e63e7855f136d54796f330ef2a02fda3.exe,459b8ef7b813c939962ddf502a953c96e63e7855f136d54796f330ef2a02fda3,0.9998067485465449,1,217504,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_2\90988c1c5a1741020987641886e426023a156dfa3b85c5f43a861fc3ce590405.exe,90988c1c5a1741020987641886e426023a156dfa3b85c5f43a861fc3ce590405,0.9998067485465449,1,222996,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_2\d0fc9634c23174457259401bac2ae5fab07e7a02a16668fb469c9f14caa58f01.exe,d0fc9634c23174457259401bac2ae5fab07e7a02a16668fb469c9f14caa58f01,0.9998067485465449,1,218470,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_2\60738166d98f7ab4835fb1228065e3dc5171501bff44030cc4bf69f7f8d6e25a.exe,60738166d98f7ab4835fb1228065e3dc5171501bff44030cc4bf69f7f8d6e25a,0.9998067485465449,1,217493,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_3\9869a27d64e3a6c972cc67a03c537e1d314173f026648e8d7021e2576537dd4e.exe,9869a27d64e3a6c972cc67a03c537e1d314173f026648e8d7021e2576537dd4e,0.9998067485465449,1,222964,7.756302553333421
D:\bodmas_malware_dataset_batches_ida\batch_4\e40bf7d1529be9b5683028f5dfcbf8312dc7bd28346c3d237da675b8e2b499db.exe,e40bf7d1529be9b5683028f5dfcbf8312dc7bd28346c3d237da675b8e2b499db,0.9998067485465449,1,222934,7.756302553333421
D:\bodmas_malware_dataset_batches_ida\batch_4\c89b55f5eb4e0433703788715daf46b230d9280da9ad9f821ce919cb0d22bdc5.exe,c89b55f5eb4e0433703788715daf46b230d9280da9ad9f821ce919cb0d22bdc5,0.9998067485465449,1,219810,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_4\3e9ba7c1542a45cbc7c309b6a83951140b098ac95893f6588847e23d12ecd2e7.exe,3e9ba7c1542a45cbc7c309b6a83951140b098ac95893f6588847e23d12ecd2e7,0.9998067485465449,1,217457,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_5\6a62eb8c36dca89567a60198a15258c0a726d861f5bd17d2427ac96a05f61b48.exe,6a62eb8c36dca89567a60198a15258c0a726d861f5bd17d2427ac96a05f61b48,0.9998067485465449,1,218393,7.6005098457675135
D:\bodmas_malware_dataset_batches_ida\batch_5\c8d7cd6fb2bd75c4f3b9deb133831f78019c950dbb3f27975dad749820560b89.exe,c8d7cd6fb2bd75c4f3b9deb133831f78019c950dbb3f27975dad749820560b89,0.9998041848961807,1,622592,7.915688420999958
D:\bodmas_malware_dataset_batches_ida\batch_5\f2605b35a825b547340eda9bae259eec21a12c083e5b6e4f5c5f0b4e3a62730b.exe,f2605b35a825b547340eda9bae259eec21a12c083e5b6e4f5c5f0b4e3a62730b,0.9998005074936656,1,40454,6.435993345637021
D:\bodmas_malware_dataset_batches_ida\batch_1\f9c98225f166dd1edb36d784f9aec9488891906335ed852358b0741a2ba5dd12.exe,f9c98225f166dd1edb36d784f9aec9488891906335ed852358b0741a2ba5dd12,0.9997950556071421,1,440373,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_1\71163f8d9c48eee497333aa61e9cd87d406d97a1d24e2ea7ff49492121f506e0.exe,71163f8d9c48eee497333aa61e9cd87d406d97a1d24e2ea7ff49492121f506e0,0.9997950556071421,1,340455,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_1\3ed6519d0ef70cbe6e1ff887536862aafad7cfae12688ab3a5b3e4eef107cb7f.exe,3ed6519d0ef70cbe6e1ff887536862aafad7cfae12688ab3a5b3e4eef107cb7f,0.9997950556071421,1,338839,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_1\ed8777d73bccab168df305a0ece6a8b784520c55cac2568427a5327f6fe5b3c0.exe,ed8777d73bccab168df305a0ece6a8b784520c55cac2568427a5327f6fe5b3c0,0.9997950556071421,1,337881,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_2\f9897631ae9f16bd4fd28ae6973920ac848e8f57bee454a9ca8d2ade8f4fba01.exe,f9897631ae9f16bd4fd28ae6973920ac848e8f57bee454a9ca8d2ade8f4fba01,0.9997950556071421,1,359425,7.928941419297798
D:\bodmas_malware_dataset_batches_ida\batch_2\ece6b9a40306f06855ea21400a5d5030ef9aace5da931a6566ca64e29ca86683.exe,ece6b9a40306f06855ea21400a5d5030ef9aace5da931a6566ca64e29ca86683,0.9997950556071421,1,340454,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_2\9abec36067207313c34877fcfebae774e5139e018689c140052b465e08644014.exe,9abec36067207313c34877fcfebae774e5139e018689c140052b465e08644014,0.9997950556071421,1,338723,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_2\7f2d1e70b3dcb0c8e85a8e7c88ef2594c2f371055ba49e0941764c9df9cc798e.exe,7f2d1e70b3dcb0c8e85a8e7c88ef2594c2f371055ba49e0941764c9df9cc798e,0.9997950556071421,1,337866,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_3\f0d2335b5b43d80955b86ccc765fb57aeaacfe96911430f6aa64a789a107c4f7.exe,f0d2335b5b43d80955b86ccc765fb57aeaacfe96911430f6aa64a789a107c4f7,0.9997950556071421,1,359364,7.928941419297798
D:\bodmas_malware_dataset_batches_ida\batch_3\2620732377d7353b3f532d6f1e0d2cb9852fbed514498bdffa7cd7feba18d069.exe,2620732377d7353b3f532d6f1e0d2cb9852fbed514498bdffa7cd7feba18d069,0.9997950556071421,1,337865,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_4\66d4ecb07c3c28926a63cb1e2c12899ae28deb47d51385f18c9a9a891acf1d29.exe,66d4ecb07c3c28926a63cb1e2c12899ae28deb47d51385f18c9a9a891acf1d29,0.9997950556071421,1,359169,7.928941419297798
D:\bodmas_malware_dataset_batches_ida\batch_4\ed5a41107c9ea7baa028b499693fa2a0343ea93a38fdbba5a02bfb1f6ee3b174.exe,ed5a41107c9ea7baa028b499693fa2a0343ea93a38fdbba5a02bfb1f6ee3b174,0.9997950556071421,1,340438,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_4\3cc3e9dd26f4444b7f82858c4baca0e6f9b171ee211960fbbea429b99d98a323.exe,3cc3e9dd26f4444b7f82858c4baca0e6f9b171ee211960fbbea429b99d98a323,0.9997950556071421,1,338582,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_4\44b1b230a6994828a2687ad3861ea3b73ec13215bdef5067f8edaeaefd6cdcab.exe,44b1b230a6994828a2687ad3861ea3b73ec13215bdef5067f8edaeaefd6cdcab,0.9997950556071421,1,337819,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_4\239219f00462c2f653102a739bab95559b960595d0e343dac0e6ea46a419343b.exe,239219f00462c2f653102a739bab95559b960595d0e343dac0e6ea46a419343b,0.9997950556071421,1,327154,7.896447125030485
D:\bodmas_malware_dataset_batches_ida\batch_5\7589fb2691e64ff93005fa6a62c0db58d6027a1b392055b91cfa6d8537c18f03.exe,7589fb2691e64ff93005fa6a62c0db58d6027a1b392055b91cfa6d8537c18f03,0.9997950556071421,1,359153,7.928941419297798
D:\bodmas_malware_dataset_batches_ida\batch_5\45676eee3350d92a9aa2d5e305abcd0f94cebbbc7bf0beb5a5d7dc45c1104d98.exe,45676eee3350d92a9aa2d5e305abcd0f94cebbbc7bf0beb5a5d7dc45c1104d98,0.9997950556071421,1,338567,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_5\f9143a780e324d74870c6bca47c6b81d5fa8830e764c0ba4437175506fbfc6b0.exe,f9143a780e324d74870c6bca47c6b81d5fa8830e764c0ba4437175506fbfc6b0,0.9997950556071421,1,337782,7.928992122452937
D:\bodmas_malware_dataset_batches_ida\batch_5\9001ae8b036c711c78705584336efcde89794fcbd21303cf8295b1714fbfc6b2.exe,9001ae8b036c711c78705584336efcde89794fcbd21303cf8295b1714fbfc6b2,0.9997948998790128,1,221248,7.7787233743391955
D:\bodmas_malware_dataset_batches_ida\batch_1\88c8546cb3bad2559212c261dae415ddb7039c23992e05234e69437dbf562f95.exe,88c8546cb3bad2559212c261dae415ddb7039c23992e05234e69437dbf562f95,0.9997885880111814,1,264648,7.488387764076823
D:\bodmas_malware_dataset_batches_ida\batch_1\e5bba2032d47cb0f088b9367da845f8792f841fba66f51f189ec312106b1af72.exe,e5bba2032d47cb0f088b9367da845f8792f841fba66f51f189ec312106b1af72,0.9997842239290539,1,645628,7.740347288527086
D:\bodmas_malware_dataset_batches_ida\batch_2\0211e3d26375b14c2db839c3b12cbe89d13bfaf07576de9bd7cec6d980bc8751.exe,0211e3d26375b14c2db839c3b12cbe89d13bfaf07576de9bd7cec6d980bc8751,0.9997842239290539,1,645599,7.740347288527086
D:\bodmas_malware_dataset_batches_ida\batch_3\b91b33c214a05a2f890b4e3a61d747478dfa9c989201f80b76f700b51a6018b7.exe,b91b33c214a05a2f890b4e3a61d747478dfa9c989201f80b76f700b51a6018b7,0.9997842239290539,1,645596,7.740347288527086
D:\bodmas_malware_dataset_batches_ida\batch_4\b7e1073ca343a53c5c50df7102726fd60253a04889732d5af605eb73a8e12033.exe,b7e1073ca343a53c5c50df7102726fd60253a04889732d5af605eb73a8e12033,0.9997842239290539,1,645595,7.740347288527086
D:\bodmas_malware_dataset_batches_ida\batch_5\f2498360dae08336f753f73c2212a4f8b420b002719810d33939a8901b0b3948.exe,f2498360dae08336f753f73c2212a4f8b420b002719810d33939a8901b0b3948,0.9997842239290539,1,645580,7.740347288527086
D:\bodmas_malware_dataset_batches_ida\batch_4\17517f76df61383b54363e78aae6337f9c4f72518d2f7bfdd099be9a961ff9bc.exe,17517f76df61383b54363e78aae6337f9c4f72518d2f7bfdd099be9a961ff9bc,0.9997755799984217,1,389632,7.999239746669225
D:\bodmas_malware_dataset_batches_ida\batch_5\eff1b63d0548edd2c6a563044865951b61f71375395fb957ca807a8c96107573.exe,eff1b63d0548edd2c6a563044865951b61f71375395fb957ca807a8c96107573,0.9997755799984217,1,387584,7.999239746669225
D:\bodmas_malware_dataset_batches_ida\batch_4\8cb5fa73ca7abd9f7f953a18cadbcd6b14697e810d828e662597adf6815c45d2.exe,8cb5fa73ca7abd9f7f953a18cadbcd6b14697e810d828e662597adf6815c45d2,0.9997738313787995,1,355678,7.628977310501136
D:\bodmas_malware_dataset_batches_ida\batch_1\16dff9515be98e98d5a0251c2508e6757b426b666295f420a48114a77f950842.exe,16dff9515be98e98d5a0251c2508e6757b426b666295f420a48114a77f950842,0.9997715766865442,1,201785,7.915217051699145
D:\bodmas_malware_dataset_batches_ida\batch_2\ddcb72bb203284610989d9b7e9faeb6cdd2072aee17efc80ecdcfc013de9e66b.exe,ddcb72bb203284610989d9b7e9faeb6cdd2072aee17efc80ecdcfc013de9e66b,0.9997715766865442,1,150855,7.8438035091017095
D:\bodmas_malware_dataset_batches_ida\batch_3\e62ede7d77420f5b108be3101d3837fff4d80d730a13538c0f159eeef51dd387.exe,e62ede7d77420f5b108be3101d3837fff4d80d730a13538c0f159eeef51dd387,0.9997715766865442,1,209785,7.915217051699145
D:\bodmas_malware_dataset_batches_ida\batch_3\5ff0005abb8718b0fe3f0f543c4e0ee4c017a024f940fe93b4ef59e8aa36e4d6.exe,5ff0005abb8718b0fe3f0f543c4e0ee4c017a024f940fe93b4ef59e8aa36e4d6,0.9997715766865442,1,201773,7.922065038868114
