path,malware_probability,prediction,file_size,section_entropy_max,timestamp_raw
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\example\windows\rwusb_c_sharp\rwusb\obj\Release\rwusb.exe,0.9948546324567439,1,24576,4.646933138460822,1213962639
C:\altera\90\quartus\drivers\sentinel\win_9x\sentstrt.exe,0.994673285855869,1,11776,6.045682874279123,1033019307
C:\altera\90\quartus\bin\sld_sed_nios2_plugin.dll,0.9941890195094334,1,81920,6.317092004562734,1208167909
C:\altera\90\quartus\bin64\sld_sed_nios2_plugin.dll,0.9941890195094334,1,81920,6.317092004562734,1208167909
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\t32.exe,0.994140052756487,1,97792,6.47699489445778,1659768066
C:\altera\90\quartus\bin\rwuxthemes.dll,0.9939571532912718,1,9216,5.2463821051738835,1227676635
C:\altera\90\ip\altera\nco\lib\Sncomodel.dll,0.9931049048545257,1,14848,6.232814489907242,1179926927
C:\altera\90\ip\altera\sopc_builder_ip\altera_avalon_jtag_phy\bytestream_pli.dll,0.9929445670241268,1,32768,6.1295989611513555,1235628885
C:\altera\90\quartus\bin\lmutil.exe,0.9922458686849126,1,786432,6.500469858947058,1092863993
C:\altera\90\quartus\bin\ccl_qtl.dll,0.9921887447354236,1,165888,7.359861381153765,1235628967
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\poppler\Library\bin\icuio.dll,0.9921357283751305,1,272384,6.2027052495647155,1773822410
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\poppler\Library\bin\icuio78.dll,0.9921357283751305,1,272384,6.2027052495647155,1773822410
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\git\mingw64\bin\Avalonia.DesignerSupport.dll,0.9920745919667838,1,218656,7.6761128610749685,3239024775
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\node_modules\.pnpm\pnpm@11.7.0\node_modules\pnpm\dist\vendor\fastlist-0.3.0-x64.exe,0.991590259917939,1,271872,6.495474776077915,1592241320
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\node_modules\pnpm\dist\vendor\fastlist-0.3.0-x64.exe,0.991590259917939,1,271872,6.495474776077915,1592241320
C:\altera\90\quartus\bin\jre\bin\cmm.dll,0.9915364157687041,1,192512,6.684043866001075,1190707904
C:\altera\90\quartus\bin64\jre\bin\cmm.dll,0.9915364157687041,1,192512,6.684043866001075,1190707904
C:\altera\90\quartus\drivers\sentinel\win_9x\sentw9x.exe,0.991437136177621,1,34304,6.295055485622033,1033019305
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\utilities\enumdataeditor\WriteDeviceFile.dll,0.9913121888367191,1,28672,4.476761160020366,1219224529
C:\altera\90\quartus\drivers\usb-blaster\x32\usbblstr.sys,0.9913100166067033,1,57536,6.429453665193568,1205416303
C:\altera\90\quartus\bin\jre\bin\javaw.exe,0.9908805837329254,1,135168,6.616769406415979,1190698231
C:\altera\90\quartus\bin64\jre\bin\javaw.exe,0.9908805837329254,1,135168,6.616769406415979,1190698231
C:\altera\90\quartus\bin\cygwin\bin\time.exe,0.9907399557106756,1,12800,6.336678345482385,1004929504
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\venv\scripts\nt\pythonw.exe,0.9904919827764429,1,249856,6.505428990968215,1772550146
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\venv\scripts\nt\python.exe,0.9896634048798919,1,262144,6.5012644589758475,1772550147
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\t64.exe,0.9884909766701455,1,108032,6.409664411258272,1659768065
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\f2py.exe,0.9884909766701455,1,108408,6.409664411258272,1659768065
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\normalizer.exe,0.9884909766701455,1,108425,6.409664411258272,1659768065
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\numpy-config.exe,0.9884909766701455,1,108408,6.409664411258272,1659768065
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\pdfplumber.exe,0.9884909766701455,1,108405,6.409664411258272,1659768065
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\pypdfium2.exe,0.9884909766701455,1,108421,6.409664411258272,1659768065
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Scripts\wheel.exe,0.9884909766701455,1,108406,6.409664411258272,1659768065
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\utilities\enumdataeditor\USB20HR_Enum_Data_Editor.exe,0.9883399643934755,1,61440,5.910807440668776,1219224628
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\w64.exe,0.9882998577565427,1,101888,6.401470184603884,1659768073
C:\altera\90\quartus\sopc_builder\model\lib\JtagJNI.dll,0.9881733177512316,1,114688,6.203769590258762,1235641368
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\example\windows\rwusb_c_sharp\rwusb\SLSUSBNET.dll,0.9881300722196905,1,16384,5.179614841532457,1155292115
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\example\windows\rwusb_c_sharp\rwusb\bin\debug\SLSUSBNET.dll,0.9881300722196905,1,16384,5.179614841532457,1155292115
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\example\windows\rwusb_c_sharp\rwusb\bin\release\SLSUSBNET.dll,0.9881300722196905,1,16384,5.179614841532457,1155292115
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\library\c_sharp_dotnet\SLSUSBNET.dll,0.9881300722196905,1,16384,5.179614841532457,1155292115
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\utilities\enumdataeditor\ReadDeviceFile.dll,0.9881300722196905,1,20480,4.966452148576058,1219224532
C:\altera\90\ip\sls\usb20hr_ocp_eval_pack\software\utilities\portinterface\SLSUSBNET.dll,0.9881300722196905,1,16384,5.179614841532457,1155292115
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\node_modules\.pnpm\@img+sharp-win32-x64@0.34.5\node_modules\@img\sharp-win32-x64\lib\libvips-cpp-8.17.3.dll,0.9879037274368162,1,327168,6.205876646766571,1762438332
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\node_modules\.pnpm\node_modules\@img\sharp-win32-x64\lib\libvips-cpp-8.17.3.dll,0.9879037274368162,1,327168,6.205876646766571,1762438332
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\node_modules\.pnpm\sharp@0.34.5\node_modules\@img\sharp-win32-x64\lib\libvips-cpp-8.17.3.dll,0.9879037274368162,1,327168,6.205876646766571,1762438332
C:\altera\90\quartus\bin\jre\bin\dcpr.dll,0.9877828963920184,1,143360,7.324054751745512,1190707904
C:\altera\90\quartus\bin64\jre\bin\dcpr.dll,0.9877828963920184,1,143360,7.324054751745512,1190707904
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\poppler\Library\bin\deflate.dll,0.9874374453807176,1,177664,6.512692597219129,1761979801
C:\altera\90\quartus\bin\jre\bin\fontmanager.dll,0.9863489692709498,1,335872,6.748569814439533,1190707904
C:\altera\90\quartus\bin64\jre\bin\fontmanager.dll,0.9863489692709498,1,335872,6.748569814439533,1190707904
C:\altera\90\quartus\bin\wish84.exe,0.9862056458928145,1,11776,5.312524387375135,1232658093
C:\altera\90\quartus\drivers\sentinel\win_xp64\sentprotserv64xp64.exe,0.9852470979340953,1,261120,6.280334767740572,1113563263
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe,0.9849377162687284,1,182784,6.441395998492198,1659771618
C:\altera\90\ip\altera\fft\lib\Sfftmodel.dll,0.9842149884839377,1,24576,5.8482887512873125,1111627627
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,0.9839199119229323,1,168448,6.445643094103335,1659771679
C:\altera\90\quartus\bin\asfl203as.dll,0.9832342907886189,1,549376,6.428954321314493,1227676668
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\jxrlib\jxrlib\bin\JxrDecApp.exe,0.9821422286263686,1,703488,5.842390336987818,1703334066
C:\Documents and Settings\yukiho\AppData\Local\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\Documents and Settings\yukiho\AppData\Local\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Application Data\Android\Sdk\emulator\bin64\cygext2fs-2.dll,0.9820097446556232,1,267960,7.213657922021319,1801678700
C:\altera\90\quartus\bin\cygwin\bin\cygintl-1.dll,0.9817101292068235,1,22016,6.400513888914797,1191348792
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\node_modules\.pnpm\pnpm@11.7.0\node_modules\pnpm\dist\vendor\fastlist-0.3.0-x86.exe,0.9791374843184778,1,215040,6.650125725177106,1592241333
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\node_modules\pnpm\dist\vendor\fastlist-0.3.0-x86.exe,0.9791374843184778,1,215040,6.650125725177106,1592241333
C:\altera\90\ip\altera\nios2_ip\altera_nios2\eperl.exe,0.9791193962509377,1,16384,0.756291745527393,1082401039
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\poppler\Library\bin\icutu.dll,0.9783224418450007,1,581120,6.142816726219907,1773822420
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\poppler\Library\bin\icutu78.dll,0.9783224418450007,1,581120,6.142816726219907,1773822420
C:\altera\90\quartus\bin\jre\bin\jusched.exe,0.977746167985047,1,132496,6.540291607196553,1190701665
C:\altera\90\quartus\bin64\jre\bin\jusched.exe,0.977746167985047,1,132496,6.540291607196553,1190701665
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\git\usr\bin\newgrp.exe,0.9760167316862413,1,31721,5.4555147116542315,1768515635
C:\altera\90\quartus\bin\jre\bin\java.exe,0.975665961539415,1,135168,6.601478278929577,1190698228
C:\altera\90\quartus\bin64\jre\bin\java.exe,0.975665961539415,1,135168,6.601478278929577,1190698228
C:\altera\90\quartus\drivers\usb-blaster\x64\usbblstr.sys,0.9747099855538687,1,68800,6.230741544477761,1205416255
C:\altera\90\quartus\bin\lmgrd.exe,0.973908618195042,1,815104,6.500464329909361,1092863984
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\git\usr\bin\chattr.exe,0.973541501875109,1,30466,5.322112743554671,1768515635
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\git\usr\bin\getfacl.exe,0.973541501875109,1,28764,5.340326356921198,1768515635
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\git\usr\bin\gmondump.exe,0.973541501875109,1,28078,5.522906874681335,1768515635
C:\Documents and Settings\yukiho\.cache\codex-runtimes\codex-primary-runtime\dependencies\native\git\usr\bin\lsattr.exe,0.973541501875109,1,29805,5.387025697836148,1768515635
C:\altera\90\quartus\drivers\sentinel\win_9x\usb98\sntnlusb.sys,0.9733962844198718,1,26120,6.460362746105251,1028178166
C:\altera\90\quartus\drivers\sentinel\win_nt\i386\sntnlusb.sys,0.9733962844198718,1,26120,6.460362746105251,1028178166
C:\altera\90\quartus\bin\cygwin\bin\run.exe,0.9733577940533856,1,50176,5.819291807801605,1148302834
C:\altera\90\quartus\bin64\ccl_qtl.dll,0.9713155808492149,1,224768,6.9552263259005676,1235631692
